hypothesis_id,hypothesis_label,feature_a,state_a,feature_b,state_b,research_period_discovery,baseline_favorable_first_pct_discovery,feature_a_binary_n_discovery,feature_a_favorable_first_pct_discovery,feature_b_binary_n_discovery,feature_b_favorable_first_pct_discovery,lift_vs_baseline_pp_discovery,incremental_vs_feature_a_pp_discovery,incremental_vs_feature_b_pp_discovery,total_n_discovery,binary_n_discovery,favorable_n_discovery,adverse_n_discovery,both_n_discovery,unresolved_n_discovery,favorable_first_pct_discovery,avg_mfe_pct_discovery,avg_mae_pct_discovery,median_mfe_pct_discovery,median_mae_pct_discovery,symbol_n_discovery,trade_date_n_discovery,research_period_validation,baseline_favorable_first_pct_validation,feature_a_binary_n_validation,feature_a_favorable_first_pct_validation,feature_b_binary_n_validation,feature_b_favorable_first_pct_validation,lift_vs_baseline_pp_validation,incremental_vs_feature_a_pp_validation,incremental_vs_feature_b_pp_validation,total_n_validation,binary_n_validation,favorable_n_validation,adverse_n_validation,both_n_validation,unresolved_n_validation,favorable_first_pct_validation,avg_mfe_pct_validation,avg_mae_pct_validation,median_mfe_pct_validation,median_mae_pct_validation,symbol_n_validation,trade_date_n_validation,passes_sample_gate,discovery_effect_sign,validation_effect_sign,same_effect_direction,effect_type,validation_minus_discovery_lift_pp,discovery_abs_lift_pp,discovery_rank_within_hypothesis
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,NONE,session_level_clear_state,ONE_OF_3_CLEARED,DISCOVERY,51.00539480137322,2517,52.44338498212157,830,52.04819277108434,2.8691439440142332,1.4311537632658826,1.8263459743031163,558,542,292,250,0,16,53.874538745387454,1.174101936180234,1.155077983621903,0.8540654210205887,0.7551747830998321,109,154,VALIDATION,49.45544554455446,2063,50.26660203587009,709,47.249647390691116,0.8022864142084316,-0.00887007710720411,3.008084568071773,394,388,195,193,1,5,50.25773195876289,1.3277226876437322,1.413875991499338,0.9477467163492819,1.0159735819371751,102,141,True,1.0,1.0,True,POSITIVE_REPLICATING,-2.0668575298058016,2.8691439440142332,10.0
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,DISCOVERY,51.00539480137322,850,48.588235294117645,1122,49.376114081996434,-1.005394801373221,1.411764705882355,0.6238859180035661,119,118,59,59,1,0,50.0,1.7489817263341167,1.8977520712875129,1.2664105703068935,1.3049017019958002,60,77,VALIDATION,49.45544554455446,1323,48.52607709750567,1285,48.793774319066145,-2.136833557172757,-1.2074651101239695,-1.4751623316844444,325,317,150,167,8,0,47.3186119873817,2.2908407093082133,2.071890238971329,1.6525423728813584,1.5208333333333268,88,121,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-1.131438755799536,1.005394801373221,11.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1271,52.950432730133755,344,50.2906976744186,9.32518371102347,7.380145782262936,10.039880837978089,125,121,73,48,0,4,60.33057851239669,1.470351806327073,0.9896101706103813,1.0871440897325324,0.6438831104507212,75,26,VALIDATION,49.45544554455446,1389,50.82793376529877,623,47.67255216693419,3.264219727412069,1.8917315066677531,5.047113105032338,243,239,126,113,4,0,52.71966527196653,1.4570600931920514,1.4252724349683812,1.0785348400216217,1.0086973189256487,95,47,True,1.0,1.0,True,POSITIVE_REPLICATING,-6.060963983611401,9.32518371102347,1.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1354,49.77843426883309,344,50.2906976744186,-8.505394801373221,-7.278434268833088,-7.7906976744186025,122,120,51,69,0,2,42.5,1.2167905606857559,1.3524622727169748,0.8804533817447755,1.04406846726842,77,26,VALIDATION,49.45544554455446,1301,48.50115295926211,623,47.67255216693419,-6.186214775323691,-5.231922190031341,-4.403321397703422,210,208,90,118,2,0,43.26923076923077,1.4801392694766808,1.721084458471129,0.926730928868744,1.2274465991098742,91,48,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,2.31918002604953,8.505394801373221,2.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,1354,49.77843426883309,1615,50.154798761609904,-4.163289538215324,-2.9363290056751907,-3.3126934984520062,587,570,267,303,1,16,46.8421052631579,1.290659146515615,1.2818177873195624,0.8719902583415292,0.9002485501242864,110,120,VALIDATION,49.45544554455446,1301,48.50115295926211,1466,45.29331514324693,-8.305003066678353,-7.3507104813860025,-4.142872665370824,467,452,186,266,8,7,41.150442477876105,1.4957806142169745,1.6433862147768201,1.0739359140667077,1.1883418743752892,109,103,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-4.141713528463029,4.163289538215324,4.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1312,48.93292682926829,344,50.2906976744186,-3.43257926739264,-1.3601112952877088,-2.7178821404380216,103,103,49,54,0,0,47.57281553398058,1.1813566107415723,1.553979689418602,0.7942916158107041,1.1090772046947255,60,28,VALIDATION,49.45544554455446,1350,48.96296296296296,623,47.67255216693419,-3.4327182718271843,-2.9402356902356885,-1.6498248942069154,181,176,81,95,5,0,46.02272727272727,1.7577046670965721,1.8773371164454071,1.0973063424602718,1.4500371011625013,93,44,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.00013900443454417655,3.43257926739264,5.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1354,49.77843426883309,1595,51.5987460815047,2.7979447162520117,4.024905248792145,2.2045934361205326,552,539,290,249,3,10,53.80333951762523,1.217350115525778,1.20857884022153,0.9077852583101922,0.8897808873518727,110,119,VALIDATION,49.45544554455446,1301,48.50115295926211,1366,52.928257686676424,6.32686738061561,7.28115996590796,2.8540552384936433,451,441,246,195,8,2,55.78231292517007,1.7738705537635133,1.540521619408997,1.3615124862572645,1.1035122982829073,107,105,True,1.0,1.0,True,POSITIVE_REPLICATING,3.5289226643635985,2.7979447162520117,8.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,DISCOVERY,51.00539480137322,1354,49.77843426883309,383,47.78067885117493,1.7946051986267761,3.021565731166909,5.019321148825064,126,125,66,59,1,0,52.8,1.2701375925177014,1.5091674245001505,0.9842465946513359,1.277034816633241,74,27,VALIDATION,49.45544554455446,1301,48.50115295926211,585,53.675213675213676,5.044554455445542,5.998847040737893,0.8247863247863236,205,200,109,91,4,1,54.5,2.0420129750781264,1.217786927272142,1.4858728557013086,0.8893875842007402,93,48,True,1.0,1.0,True,POSITIVE_REPLICATING,3.2499492568187662,1.7946051986267761,9.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,1312,48.93292682926829,1615,50.154798761609904,-1.2900247823978859,0.7824431897070454,-0.43942874263456844,533,527,262,265,1,5,49.715370018975335,1.4180465039870245,1.239911807462126,0.9707766212970365,0.8765339343851717,107,120,VALIDATION,49.45544554455446,1350,48.96296296296296,1466,45.29331514324693,-1.728172817281731,-1.2356902356902353,2.433957584025798,452,440,210,230,11,1,47.72727272727273,1.6864843088361943,1.760951782282903,1.1463050655603872,1.2912079414644022,108,107,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.4381480348838451,1.2900247823978859,10.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1312,48.93292682926829,1595,51.5987460815047,-1.0981591798518835,0.9743087922530478,-1.6915104599833626,556,539,269,270,2,15,49.90723562152134,1.1888920618698047,1.2326425301087127,0.8648351291301586,0.8464258738505536,111,122,VALIDATION,49.45544554455446,1350,48.96296296296296,1366,52.928257686676424,-0.2159018183187129,0.2765807632727828,-3.68871396044068,539,526,259,267,5,8,49.239543726235745,1.5687277918228781,1.4650834722681196,1.1404231931849451,0.9531071635226889,112,109,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,0.8822573615331706,1.0981591798518835,11.0
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1271,52.950432730133755,1595,51.5987460815047,0.05843498586082063,-1.8866029428997138,-0.5349162942706585,529,517,264,253,4,8,51.06382978723404,1.3467793144262237,1.312395764812273,0.9180160652811409,0.878421908394608,108,117,VALIDATION,49.45544554455446,1389,50.82793376529877,1366,52.928257686676424,5.181145934142286,3.80865771339797,1.7083337920203192,411,399,218,181,9,3,54.636591478696744,1.8814889256020684,1.58043044107014,1.3867560147051934,1.1811023622047139,100,108,True,1.0,1.0,True,POSITIVE_REPLICATING,5.1227109482814654,0.05843498586082063,12.0
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,2009,49.32802389248382,344,50.2906976744186,-7.056350215385962,-5.378979306496561,-6.341653088431343,158,157,69,88,0,1,43.94904458598726,1.230490069835599,1.5049892969085592,0.8301075268817135,1.1203715911857253,80,28,VALIDATION,49.45544554455446,1959,49.668198060234815,623,47.67255216693419,-4.614175703284616,-4.826928218964973,-2.831282325664347,257,252,113,139,5,0,44.84126984126984,1.8275614571922094,1.7746931453933306,1.099203203680194,1.2962426349850356,98,48,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,2.442174512101346,7.056350215385962,1.0
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1928,51.76348547717842,344,50.2906976744186,4.609578460658867,3.851487784853667,5.324275587613485,192,187,104,83,0,5,55.61497326203209,1.351587104515123,1.0988191025850638,0.9956968915121891,0.8038157615065691,95,28,VALIDATION,49.45544554455446,2081,49.255165785679964,623,47.67255216693419,0.14024178698193168,0.3405215458564257,1.9231351646022006,377,371,184,187,6,0,49.59568733153639,1.361687266530115,1.5688881105750305,1.0172432802979727,1.100864748007031,108,48,True,1.0,1.0,True,POSITIVE_REPLICATING,-4.469336673676935,4.609578460658867,2.0
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,2009,49.32802389248382,1615,50.154798761609904,-2.151353788104224,-0.47398287921482307,-1.3007577483409065,843,829,405,424,1,13,48.854041013269,1.3976695157317605,1.2612856559323156,0.9187082405345177,0.8960651054067017,112,123,VALIDATION,49.45544554455446,1959,49.668198060234815,1466,45.29331514324693,-1.0884159955653416,-1.3011685112456988,3.0737144057421872,666,643,311,332,19,4,48.367029548989116,1.7732378335595789,1.7360246957465264,1.1713207596383919,1.2427007689280796,110,109,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,1.0629377925388823,2.151353788104224,5.0
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1928,51.76348547717842,1595,51.5987460815047,0.718743129661263,-0.03934754614393654,0.12539184952978388,802,783,405,378,6,13,51.724137931034484,1.3229356961258927,1.2855805634627573,0.9180980142769741,0.8801133133432282,109,123,VALIDATION,49.45544554455446,2081,49.255165785679964,1366,52.928257686676424,5.825082508250823,6.025362267125317,2.352270366128856,623,606,335,271,14,3,55.28052805280528,1.9008601186778034,1.6823222447033384,1.3867560147051934,1.2253018040421302,108,109,True,1.0,1.0,True,POSITIVE_REPLICATING,5.10633937858956,0.718743129661263,6.0
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,2009,49.32802389248382,1595,51.5987460815047,0.472437710942053,2.149808619831454,-0.12091356918942608,835,812,418,394,3,20,51.477832512315274,1.1789857236028112,1.216414987103341,0.8652606181621466,0.866256189654566,112,124,VALIDATION,49.45544554455446,1959,49.668198060234815,1366,52.928257686676424,1.5971860343929123,1.3844335187125552,-1.8756261077290546,778,760,388,372,8,10,51.05263157894737,1.5869100180283475,1.3957909958041412,1.1728909664472265,0.9538282993373158,112,110,True,1.0,1.0,True,POSITIVE_REPLICATING,1.1247483234508593,0.472437710942053,8.0
